device_id,device_name,device_type,timestamp,temperature,humidity,distance,motion,servo_state,led_states,tx_bytes,rx_bytes,connections,status,alert_type,severity,label
led-green-001,Green LED Indicator,actuator,2025-01-01 19:20:42,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 18:51:42,30.24,61.83,154.61,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 14:34:01,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 04:28:34,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:27:41,25.41,65.05,118.11,False,open,"{'red_led': np.True_, 'green_led': np.True_}",9533,8214,3,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:21:33,23.47,70.25,61.65,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:59:01,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:50:33,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 22:56:08,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 20:43:04,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 23:43:18,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:54:50,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:24:20,20.64,47.53,92.91,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",9210,3574,3,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 11:38:03,30.07,54.59,180.61,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 12:52:45,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:09:55,20.97,77.47,26.96,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 01:21:04,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:52:03,25.27,75.69,196.26,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:27:42,30.36,68.56,65.23,True,,,0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 23:12:27,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 15:36:48,26.73,72.6,52.36,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",7376,2504,1,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 23:08:28,27.6,57.64,83.74,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:07:57,29.86,69.66,94.08,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 08:42:54,21.59,63.64,38.1,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:36:06,26.84,68.07,55.16,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 06:26:18,27.39,45.07,108.14,True,open,"{'red_led': np.False_, 'green_led': np.False_}",1230,6965,4,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 21:15:32,26.13,66.38,19.93,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 08:39:32,26.04,63.39,125.64,False,,,0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 13:07:04,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 21:57:29,21.71,79.09,24.96,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 00:57:52,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 22:11:45,25.18,50.83,66.03,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",5666,4885,1,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 15:09:05,18.46,79.3,70.74,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 01:47:40,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 21:49:20,18.51,53.07,46.4,True,moving,"{'red_led': np.True_, 'green_led': np.False_}",1002,7838,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:33:19,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 04:53:16,21.28,65.86,52.39,True,open,"{'red_led': np.True_, 'green_led': np.True_}",5078,1955,4,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 08:56:33,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 09:35:46,19.5,47.88,19.35,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",4384,3749,3,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 15:25:08,25.66,41.59,68.36,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",5031,5191,3,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 23:19:06,30.64,48.97,77.78,False,,,0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 19:45:05,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 15:51:46,29.13,70.29,114.66,False,,,0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 02:23:02,29.81,45.91,156.05,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",9346,2118,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:04:45,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 13:37:56,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 05:34:59,19.03,58.46,27.26,True,,,0,0,0,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 23:52:38,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:11:20,22.62,69.09,125.02,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 14:32:15,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 04:26:39,27.22,43.93,170.67,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",2359,6206,1,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:36:12,20.55,78.85,72.05,False,open,"{'red_led': np.True_, 'green_led': np.True_}",3354,8086,4,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 05:48:07,31.73,65.8,110.6,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:40:17,27.46,67.74,134.14,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 17:54:42,26.63,70.11,48.44,False,open,"{'red_led': np.False_, 'green_led': np.True_}",1465,6546,2,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 10:53:25,20.95,51.8,186.87,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",4554,1234,1,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:33:22,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:43:07,22.1,65.4,80.25,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 23:35:52,29.82,69.93,88.26,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",5809,5270,3,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:34:39,27.63,76.58,71.16,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 20:47:02,27.91,53.89,101.51,True,,,0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 09:34:04,26.08,75.66,74.64,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 11:34:29,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:37:48,26.86,49.15,117.96,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:13:33,21.22,66.18,73.52,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 00:48:01,29.6,76.62,114.04,True,open,"{'red_led': np.False_, 'green_led': np.False_}",3761,1191,4,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:52:29,25.86,73.02,127.29,False,,,0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 22:13:04,18.1,55.93,31.83,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",8683,2004,4,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 09:56:55,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:54:05,24.71,69.76,131.43,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 00:02:31,27.18,47.69,15.46,False,,,0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 00:14:43,31.94,58.28,137.05,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 01:17:13,24.58,75.69,38.96,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 15:19:01,22.49,68.16,189.42,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",4247,2709,4,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:30:28,30.54,43.14,87.34,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",7002,5974,1,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 06:54:07,21.94,76.26,28.12,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",4409,5757,2,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:56:55,18.78,42.02,175.88,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 09:27:51,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:41:57,26.75,57.79,187.05,True,open,"{'red_led': np.False_, 'green_led': np.True_}",6672,7722,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 21:39:00,21.07,64.45,111.62,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",7983,4499,2,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 15:28:50,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 17:10:21,28.37,61.79,168.56,False,,,0,0,0,online,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 07:32:42,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:48:42,22.81,66.15,16.94,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 13:41:00,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:39:45,25.92,40.04,150.09,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 15:25:41,24.92,72.3,105.43,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 12:43:34,23.55,50.3,155.46,True,open,"{'red_led': np.False_, 'green_led': np.False_}",3305,2579,2,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 08:59:16,31.87,74.49,164.93,True,,,0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 14:26:01,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 09:03:05,26.29,58.25,61.82,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",5235,1737,1,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 23:29:02,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:46:03,23.83,73.49,125.52,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:54:25,25.3,53.31,40.88,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",7885,7375,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:51:07,22.06,45.9,79.74,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",8567,6578,1,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 06:39:56,25.37,50.11,33.79,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 22:14:48,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 07:15:02,22.02,70.19,39.72,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 11:13:44,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 13:56:33,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 07:45:20,22.32,53.32,151.37,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 09:13:49,21.21,76.75,167.21,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 20:25:22,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 03:56:49,25.06,57.48,118.75,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 13:13:23,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:00:24,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:46:45,30.25,79.68,150.31,False,,,0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 17:06:29,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 08:53:48,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 06:04:13,25.11,77.98,114.31,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",4246,3177,2,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:27:18,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:51:55,23.7,50.45,45.59,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 12:14:06,25.7,51.16,24.8,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 18:43:49,26.1,62.0,35.55,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",6644,4344,4,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:49:09,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 00:35:23,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 01:51:02,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:06:52,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 02:08:57,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 09:10:23,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:43:41,25.53,69.84,21.63,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 05:48:30,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 07:13:29,23.04,74.79,198.01,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",9354,1750,2,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 12:31:34,21.39,43.75,185.68,False,,,0,0,0,offline,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 05:37:26,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 09:32:07,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 12:06:01,24.1,63.18,80.04,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 06:46:45,25.15,67.47,152.91,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 20:12:30,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 16:45:39,21.36,61.8,138.32,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:34:45,23.68,46.46,69.6,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 10:18:49,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 21:44:00,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 12:56:56,29.46,54.4,123.77,True,moving,"{'red_led': np.True_, 'green_led': np.True_}",8051,2753,4,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 18:51:03,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 01:03:34,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 08:21:49,22.23,72.72,73.57,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",6148,2397,4,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:03:10,29.46,64.47,137.81,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 01:12:24,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 14:54:37,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:28:24,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 15:55:33,18.9,40.78,31.13,True,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:10:50,24.38,48.24,151.4,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 12:51:26,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:09:31,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 05:35:28,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 09:44:53,30.45,75.38,115.01,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 15:37:54,27.98,47.71,188.51,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 19:07:00,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 15:35:04,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:12:18,28.93,41.08,127.85,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:45:26,27.85,71.97,69.66,True,,,0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 00:56:12,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 22:02:37,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:53:04,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 01:40:01,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 17:11:22,23.83,60.57,137.76,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 18:12:57,22.56,50.89,80.74,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 17:05:04,31.44,52.61,116.5,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:46:25,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:40:13,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:56:44,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 09:05:41,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 00:34:25,21.66,42.43,35.0,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 15:34:14,19.09,63.97,182.09,True,,,0,0,0,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 08:38:26,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 12:26:30,18.73,77.09,97.13,False,,,0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:17:32,20.83,47.34,129.44,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 17:36:13,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 00:14:25,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:32:49,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:59:15,18.65,59.79,82.39,True,moving,"{'red_led': np.True_, 'green_led': np.False_}",8365,3334,1,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:19:03,25.46,51.65,60.53,False,,,0,0,0,online,distance_alert,medium,anomaly
